id,known_name,full_name,motivation,award_year,category
685,Friedrich von Hayek,Friedrich August von Hayek,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",1974,Economic Sciences
649,Eyvind Johnson,Eyvind Johnson,"for a narrative art, far-seeing in lands and ages, in the service of freedom",1974,Literature
650,Harry Martinson,Harry Martinson,for writings that catch the dewdrop and reflect the cosmos,1974,Literature
532,Seán MacBride,Seán MacBride,for his efforts to secure and develop human rights throughout the world,1974,Peace
533,Eisaku Satō,Eisaku Satō,for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty,1974,Peace
100,Martin Ryle,Sir Martin Ryle,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",1974,Physics
101,Antony Hewish,Antony Hewish,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",1974,Physics
403,Albert Claude,Albert Claude,for their discoveries concerning the structural and functional organization of the cell,1974,Physiology or Medicine
404,Christian de Duve,Christian de Duve,for their discoveries concerning the structural and functional organization of the cell,1974,Physiology or Medicine
405,George E. Palade,George E. Palade,for their discoveries concerning the structural and functional organization of the cell,1974,Physiology or Medicine
247,John Cornforth,John Warcup Cornforth,for his work on the stereochemistry of enzyme-catalyzed reactions,1975,Chemistry
248,Vladimir Prelog,Vladimir Prelog,for his research into the stereochemistry of organic molecules and reactions,1975,Chemistry
686,Leonid Vitaliyevich Kantorovich,Leonid Vitaliyevich Kantorovich,for their contributions to the theory of optimum allocation of resources,1975,Economic Sciences
687,Tjalling C. Koopmans,Tjalling C. Koopmans,for their contributions to the theory of optimum allocation of resources,1975,Economic Sciences
651,Eugenio Montale,Eugenio Montale,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",1975,Literature
534,Andrei Sakharov,Andrei Dmitrievich Sakharov,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations",1975,Peace
102,Aage N. Bohr,Aage Niels Bohr,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,1975,Physics
103,Ben R. Mottelson,Ben Roy Mottelson,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,1975,Physics
104,James Rainwater,Leo James Rainwater,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,1975,Physics
406,David Baltimore,David Baltimore,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,1975,Physiology or Medicine
407,Renato Dulbecco,Renato Dulbecco,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,1975,Physiology or Medicine
408,Howard M. Temin,Howard Martin Temin,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,1975,Physiology or Medicine
249,William Lipscomb,William N. Lipscomb,for his studies on the structure of boranes illuminating problems of chemical bonding,1976,Chemistry
688,Milton Friedman,Milton Friedman,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",1976,Economic Sciences
652,Saul Bellow,Saul Bellow,for the human understanding and subtle analysis of contemporary culture that are combined in his work,1976,Literature
535,Betty Williams,Elizabeth Williams,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,1976,Peace
536,Mairead Corrigan,Mairead Corrigan,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,1976,Peace
105,Burton Richter,Burton Richter,for their pioneering work in the discovery of a heavy elementary particle of a new kind,1976,Physics
106,Samuel C.C. Ting,Samuel Chao Chung Ting,for their pioneering work in the discovery of a heavy elementary particle of a new kind,1976,Physics
409,Baruch S. Blumberg,Baruch S. Blumberg,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,1976,Physiology or Medicine
410,D. Carleton Gajdusek,D. Carleton Gajdusek,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,1976,Physiology or Medicine
250,Ilya Prigogine,Ilya Romanovich Prigogine,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures",1977,Chemistry
689,Bertil Ohlin,Bertil Ohlin,for their pathbreaking contribution to the theory of international trade and international capital movements,1977,Economic Sciences
690,James E. Meade,James E. Meade,for their pathbreaking contribution to the theory of international trade and international capital movements,1977,Economic Sciences
653,Vicente Aleixandre,Vicente Aleixandre,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars",1977,Literature
537,,,for worldwide respect for human rights,1977,Peace
107,Philip W. Anderson,Philip Warren Anderson,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,1977,Physics
108,Sir Nevill F. Mott,Sir Nevill Francis Mott,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,1977,Physics
109,John H. Van Vleck,John Hasbrouck Van Vleck,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,1977,Physics
411,Roger Guillemin,Roger Guillemin,for their discoveries concerning the peptide hormone production of the brain,1977,Physiology or Medicine
412,Andrew V. Schally,Andrew V. Schally,for their discoveries concerning the peptide hormone production of the brain,1977,Physiology or Medicine
413,Rosalyn Yalow,Rosalyn Yalow,for the development of radioimmunoassays of peptide hormones,1977,Physiology or Medicine
251,Peter Mitchell,Peter D. Mitchell,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,1978,Chemistry
691,Herbert Simon,Herbert A. Simon,for his pioneering research into the decision-making process within economic organizations,1978,Economic Sciences
654,Isaac Bashevis Singer,Isaac Bashevis Singer,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life",1978,Literature
538,Anwar al-Sadat,Mohamed Anwar al-Sadat,for jointly having negotiated peace between Egypt and Israel in 1978,1978,Peace
539,Menachem Begin,Menachem Begin,for jointly having negotiated peace between Egypt and Israel in 1978,1978,Peace
110,Pyotr Kapitsa,Pyotr Leonidovich Kapitsa,for his basic inventions and discoveries in the area of low-temperature physics,1978,Physics
111,Arno Penzias,Arno Allan Penzias,for their discovery of cosmic microwave background radiation,1978,Physics
112,Robert Woodrow Wilson,Robert Woodrow Wilson,for their discovery of cosmic microwave background radiation,1978,Physics
414,Werner Arber,Werner Arber,for the discovery of restriction enzymes and their application to problems of molecular genetics,1978,Physiology or Medicine
415,Daniel Nathans,Daniel Nathans,for the discovery of restriction enzymes and their application to problems of molecular genetics,1978,Physiology or Medicine
416,Hamilton O. Smith,Hamilton O. Smith,for the discovery of restriction enzymes and their application to problems of molecular genetics,1978,Physiology or Medicine
252,Herbert C. Brown,Herbert C. Brown,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",1979,Chemistry
253,Georg Wittig,Georg Wittig,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",1979,Chemistry
692,Theodore W. Schultz,Theodore W. Schultz,for their pioneering research into economic development research with particular consideration of the problems of developing countries,1979,Economic Sciences
693,Sir Arthur Lewis,Sir Arthur Lewis,for their pioneering research into economic development research with particular consideration of the problems of developing countries,1979,Economic Sciences
655,Odysseus Elytis,Odysseus Elytis,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness",1979,Literature
540,Mother Teresa,Mother Teresa,for her work for bringing help to suffering humanity,1979,Peace
113,Sheldon Glashow,Sheldon Lee Glashow,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",1979,Physics
114,Abdus Salam,Abdus Salam,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",1979,Physics
115,Steven Weinberg,Steven Weinberg,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",1979,Physics
417,Allan M. Cormack,Allan M. Cormack,for the development of computer assisted tomography,1979,Physiology or Medicine
418,Godfrey N. Hounsfield,Godfrey N. Hounsfield,for the development of computer assisted tomography,1979,Physiology or Medicine
254,Paul Berg,Paul Berg,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA",1980,Chemistry
255,Walter Gilbert,Walter Gilbert,for their contributions concerning the determination of base sequences in nucleic acids,1980,Chemistry
222,Frederick Sanger,Frederick Sanger,for their contributions concerning the determination of base sequences in nucleic acids,1980,Chemistry
694,Lawrence R. Klein,Lawrence R. Klein,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,1980,Economic Sciences
657,Czesław Miłosz,Czesław Miłosz,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,1980,Literature
541,Adolfo Pérez Esquivel,Adolfo Pérez Esquivel,"for being a source of inspiration to repressed people, especially in Latin America",1980,Peace
116,James Cronin,James Watson Cronin,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,1980,Physics
117,Val Fitch,Val Logsdon Fitch,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,1980,Physics
419,Baruj Benacerraf,Baruj Benacerraf,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,1980,Physiology or Medicine
420,Jean Dausset,Jean Dausset,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,1980,Physiology or Medicine
421,George D. Snell,George D. Snell,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,1980,Physiology or Medicine
257,Kenichi Fukui,Kenichi Fukui,"for their theories, developed independently, concerning the course of chemical reactions",1981,Chemistry
258,Roald Hoffmann,Roald Hoffmann,"for their theories, developed independently, concerning the course of chemical reactions",1981,Chemistry
695,James Tobin,James Tobin,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",1981,Economic Sciences
658,Elias Canetti,Elias Canetti,"for writings marked by a broad outlook, a wealth of ideas and artistic power",1981,Literature
515,,,for promoting the fundamental rights of refugees,1981,Peace
118,Nicolaas Bloembergen,Nicolaas Bloembergen,for their contribution to the development of laser spectroscopy,1981,Physics
119,Arthur L. Schawlow,Arthur Leonard Schawlow,for their contribution to the development of laser spectroscopy,1981,Physics
120,Kai M. Siegbahn,Kai M. Siegbahn,for his contribution to the development of high-resolution electron spectroscopy,1981,Physics
422,Roger W. Sperry,Roger W. Sperry,for his discoveries concerning the functional specialization of the cerebral hemispheres,1981,Physiology or Medicine
423,David H. Hubel,David H. Hubel,for their discoveries concerning information processing in the visual system,1981,Physiology or Medicine
424,Torsten N. Wiesel,Torsten N. Wiesel,for their discoveries concerning information processing in the visual system,1981,Physiology or Medicine
259,Aaron Klug,Aaron Klug,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,1982,Chemistry
696,George J. Stigler,George J. Stigler,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",1982,Economic Sciences
659,Gabriel García Márquez,Gabriel García Márquez,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",1982,Literature
543,Alva Myrdal,Alva Myrdal,for their work for disarmament and nuclear and weapon-free zones,1982,Peace
544,Alfonso García Robles,Alfonso García Robles,for their work for disarmament and nuclear and weapon-free zones,1982,Peace
121,Kenneth G. Wilson,Kenneth G. Wilson,for his theory for critical phenomena in connection with phase transitions,1982,Physics
425,Sune K. Bergström,Sune K. Bergström,for their discoveries concerning prostaglandins and related biologically active substances,1982,Physiology or Medicine
426,Bengt I. Samuelsson,Bengt I. Samuelsson,for their discoveries concerning prostaglandins and related biologically active substances,1982,Physiology or Medicine
427,John R. Vane,John R. Vane,for their discoveries concerning prostaglandins and related biologically active substances,1982,Physiology or Medicine
260,Henry Taube,Henry Taube,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes",1983,Chemistry
697,Gerard Debreu,Gerard Debreu,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,1983,Economic Sciences
660,William Golding,William Golding,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today",1983,Literature
545,Lech Wałęsa,Lech Wałęsa,for non-violent struggle for free trade unions and human rights in Poland,1983,Peace
122,Subrahmanyan Chandrasekhar,Subrahmanyan Chandrasekhar,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,1983,Physics
123,William A. Fowler,William Alfred Fowler,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,1983,Physics
428,Barbara McClintock,Barbara McClintock,for her discovery of mobile genetic elements,1983,Physiology or Medicine
261,Bruce Merrifield,Robert Bruce Merrifield,for his development of methodology for chemical synthesis on a solid matrix,1984,Chemistry
698,Richard Stone,Richard Stone,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,1984,Economic Sciences
661,Jaroslav Seifert,Jaroslav Seifert,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",1984,Literature
546,Desmond Tutu,Desmond Mpilo Tutu,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa,1984,Peace
124,Carlo Rubbia,Carlo Rubbia,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",1984,Physics
125,Simon van der Meer,Simon van der Meer,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",1984,Physics
429,Niels K. Jerne,Niels K. Jerne,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1984,Physiology or Medicine
430,Georges J.F. Köhler,Georges J.F. Köhler,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1984,Physiology or Medicine
431,César Milstein,César Milstein,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1984,Physiology or Medicine
262,Herbert A. Hauptman,Herbert A. Hauptman,for their outstanding achievements in the development of direct methods for the determination of crystal structures,1985,Chemistry
263,Jerome Karle,Jerome Karle,for their outstanding achievements in the development of direct methods for the determination of crystal structures,1985,Chemistry
699,Franco Modigliani,Franco Modigliani,for his pioneering analyses of saving and of financial markets,1985,Economic Sciences
662,Claude Simon,Claude Simon,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,1985,Literature
547,,,for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war,1985,Peace
126,Klaus von Klitzing,Klaus von Klitzing,for the discovery of the quantized Hall effect,1985,Physics
432,Michael S. Brown,Michael S. Brown,for their discoveries concerning the regulation of cholesterol metabolism,1985,Physiology or Medicine
433,Joseph L. Goldstein,Joseph L. Goldstein,for their discoveries concerning the regulation of cholesterol metabolism,1985,Physiology or Medicine
264,Dudley R. Herschbach,Dudley R. Herschbach,for their contributions concerning the dynamics of chemical elementary processes,1986,Chemistry
265,Yuan T. Lee,Yuan T. Lee,for their contributions concerning the dynamics of chemical elementary processes,1986,Chemistry
266,John C. Polanyi,John C. Polanyi,for their contributions concerning the dynamics of chemical elementary processes,1986,Chemistry
700,James M. Buchanan Jr.,James M. Buchanan Jr.,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,1986,Economic Sciences
663,Wole Soyinka,Wole Soyinka,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,1986,Literature
548,Elie Wiesel,Elie Wiesel,"for being a messenger to mankind: his message is one of peace, atonement and dignity",1986,Peace
127,Ernst Ruska,Ernst Ruska,"for his fundamental work in electron optics, and for the design of the first electron microscope",1986,Physics
128,Gerd Binnig,Gerd Binnig,for their design of the scanning tunneling microscope,1986,Physics
129,Heinrich Rohrer,Heinrich Rohrer,for their design of the scanning tunneling microscope,1986,Physics
434,Stanley Cohen,Stanley Cohen,for their discoveries of growth factors,1986,Physiology or Medicine
435,Rita Levi-Montalcini,Rita Levi-Montalcini,for their discoveries of growth factors,1986,Physiology or Medicine
267,Donald J. Cram,Donald J. Cram,for their development and use of molecules with structure-specific interactions of high selectivity,1987,Chemistry
268,Jean-Marie Lehn,Jean-Marie Lehn,for their development and use of molecules with structure-specific interactions of high selectivity,1987,Chemistry
269,Charles J. Pedersen,Charles J. Pedersen,for their development and use of molecules with structure-specific interactions of high selectivity,1987,Chemistry
701,Robert M. Solow,Robert M. Solow,for his contributions to the theory of economic growth,1987,Economic Sciences
664,Joseph Brodsky,Joseph Brodsky,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",1987,Literature
549,Oscar Arias Sánchez,Oscar Arias Sánchez,for his work for lasting peace in Central America,1987,Peace
130,J. Georg Bednorz,J. Georg Bednorz,for their important break-through in the discovery of superconductivity in ceramic materials,1987,Physics
131,K. Alex Müller,K. Alexander Müller,for their important break-through in the discovery of superconductivity in ceramic materials,1987,Physics
436,Susumu Tonegawa,Susumu Tonegawa,for his discovery of the genetic principle for generation of antibody diversity,1987,Physiology or Medicine
270,Johann Deisenhofer,Johann Deisenhofer,for the determination of the three-dimensional structure of a photosynthetic reaction centre,1988,Chemistry
271,Robert Huber,Robert Huber,for the determination of the three-dimensional structure of a photosynthetic reaction centre,1988,Chemistry
272,Hartmut Michel,Hartmut Michel,for the determination of the three-dimensional structure of a photosynthetic reaction centre,1988,Chemistry
702,Maurice Allais,Maurice Allais,for his pioneering contributions to the theory of markets and efficient utilization of resources,1988,Economic Sciences
665,Naguib Mahfouz,Naguib Mahfouz,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind",1988,Literature
550,,,for preventing armed clashes and creating conditions for negotiations,1988,Peace
132,Leon M. Lederman,Leon M. Lederman,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,1988,Physics
133,Melvin Schwartz,Melvin Schwartz,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,1988,Physics
134,Jack Steinberger,Jack Steinberger,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,1988,Physics
437,Sir James W. Black,Sir James W. Black,for their discoveries of important principles for drug treatment,1988,Physiology or Medicine
438,Gertrude B. Elion,Gertrude B. Elion,for their discoveries of important principles for drug treatment,1988,Physiology or Medicine
439,George H. Hitchings,George H. Hitchings,for their discoveries of important principles for drug treatment,1988,Physiology or Medicine
273,Sidney Altman,Sidney Altman,for their discovery of catalytic properties of RNA,1989,Chemistry
274,Thomas R. Cech,Thomas R. Cech,for their discovery of catalytic properties of RNA,1989,Chemistry
703,Trygve Haavelmo,Trygve Haavelmo,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,1989,Economic Sciences
666,Camilo José Cela,Camilo José Cela,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",1989,Literature
551,The 14th Dalai Lama,The 14th Dalai Lama (Tenzin Gyatso),for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,1989,Peace
135,Norman F. Ramsey,Norman F. Ramsey,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,1989,Physics
136,Hans G. Dehmelt,Hans G. Dehmelt,for the development of the ion trap technique,1989,Physics
137,Wolfgang Paul,Wolfgang Paul,for the development of the ion trap technique,1989,Physics
440,J. Michael Bishop,J. Michael Bishop,for their discovery of the cellular origin of retroviral oncogenes,1989,Physiology or Medicine
441,Harold E. Varmus,Harold E. Varmus,for their discovery of the cellular origin of retroviral oncogenes,1989,Physiology or Medicine
275,Elias James Corey,Elias James Corey,for his development of the theory and methodology of organic synthesis,1990,Chemistry
704,Harry M. Markowitz,Harry M. Markowitz,for their pioneering work in the theory of financial economics,1990,Economic Sciences
705,Merton H. Miller,Merton H. Miller,for their pioneering work in the theory of financial economics,1990,Economic Sciences
706,William F. Sharpe,William F. Sharpe,for their pioneering work in the theory of financial economics,1990,Economic Sciences
667,Octavio Paz,Octavio Paz,"for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity",1990,Literature
552,Mikhail Gorbachev,Mikhail Sergeyevich Gorbachev,for the leading role he played in the radical changes in East-West relations,1990,Peace
138,Jerome I. Friedman,Jerome I. Friedman,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",1990,Physics
139,Henry W. Kendall,Henry W. Kendall,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",1990,Physics
140,Richard E. Taylor,Richard E. Taylor,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",1990,Physics
442,Joseph E. Murray,Joseph E. Murray,for their discoveries concerning organ and cell transplantation in the treatment of human disease,1990,Physiology or Medicine
443,E. Donnall Thomas,E. Donnall Thomas,for their discoveries concerning organ and cell transplantation in the treatment of human disease,1990,Physiology or Medicine
276,Richard R. Ernst,Richard R. Ernst,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,1991,Chemistry
707,Ronald H. Coase,Ronald H. Coase,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,1991,Economic Sciences
668,Nadine Gordimer,Nadine Gordimer,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity,1991,Literature
553,Aung San Suu Kyi,Aung San Suu Kyi,for her non-violent struggle for democracy and human rights,1991,Peace
141,Pierre-Gilles de Gennes,Pierre-Gilles de Gennes,"for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers",1991,Physics
444,Erwin Neher,Erwin Neher,for their discoveries concerning the function of single ion channels in cells,1991,Physiology or Medicine
445,Bert Sakmann,Bert Sakmann,for their discoveries concerning the function of single ion channels in cells,1991,Physiology or Medicine
277,Rudolph A. Marcus,Rudolph A. Marcus,for his contributions to the theory of electron transfer reactions in chemical systems,1992,Chemistry
708,Gary Becker,Gary S. Becker,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",1992,Economic Sciences
669,Derek Walcott,Derek Walcott,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment",1992,Literature
554,Rigoberta Menchú Tum,Rigoberta Menchú Tum,for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,1992,Peace
142,Georges Charpak,Georges Charpak,"for his invention and development of particle detectors, in particular the multiwire proportional chamber",1992,Physics
446,Edmond H. Fischer,Edmond H. Fischer,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,1992,Physiology or Medicine
447,Edwin G. Krebs,Edwin G. Krebs,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,1992,Physiology or Medicine
278,Kary B. Mullis,Kary B. Mullis,for his invention of the polymerase chain reaction (PCR) method,1993,Chemistry
279,Michael Smith,Michael Smith,"for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies",1993,Chemistry
709,Robert W. Fogel,Robert W. Fogel,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,1993,Economic Sciences
710,Douglass C. North,Douglass C. North,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,1993,Economic Sciences
670,Toni Morrison,Toni Morrison,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality",1993,Literature
555,Nelson Mandela,Nelson Rolihlahla Mandela,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",1993,Peace
556,F.W. de Klerk,Frederik Willem de Klerk,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",1993,Peace
143,Russell A. Hulse,Russell A. Hulse,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",1993,Physics
144,Joseph H. Taylor Jr.,Joseph H. Taylor Jr.,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",1993,Physics
448,Richard J. Roberts,Richard J. Roberts,for their discoveries of split genes,1993,Physiology or Medicine
449,Phillip A. Sharp,Phillip A. Sharp,for their discoveries of split genes,1993,Physiology or Medicine
280,George A. Olah,George A. Olah,for his contribution to carbocation chemistry,1994,Chemistry
711,John C. Harsanyi,John C. Harsanyi,for their pioneering analysis of equilibria in the theory of non-cooperative games,1994,Economic Sciences
712,John F. Nash Jr.,John F. Nash Jr.,for their pioneering analysis of equilibria in the theory of non-cooperative games,1994,Economic Sciences
713,Reinhard Selten,Reinhard Selten,for their pioneering analysis of equilibria in the theory of non-cooperative games,1994,Economic Sciences
671,Kenzaburo Oe,Kenzaburo Oe,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",1994,Literature
557,Yasser Arafat,Yasser Arafat,for their efforts to create peace in the Middle East,1994,Peace
558,Shimon Peres,Shimon Peres,for their efforts to create peace in the Middle East,1994,Peace
559,Yitzhak Rabin,Yitzhak Rabin,for their efforts to create peace in the Middle East,1994,Peace
145,Bertram N. Brockhouse,Bertram N. Brockhouse,for the development of neutron spectroscopy,1994,Physics
146,Clifford G. Shull,Clifford G. Shull,for the development of the neutron diffraction technique,1994,Physics
450,Alfred G. Gilman,Alfred G. Gilman,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,1994,Physiology or Medicine
451,Martin Rodbell,Martin Rodbell,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,1994,Physiology or Medicine
281,Paul J. Crutzen,Paul J. Crutzen,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",1995,Chemistry
282,Mario J. Molina,Mario J. Molina,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",1995,Chemistry
283,F. Sherwood Rowland,F. Sherwood Rowland,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",1995,Chemistry
714,Robert E. Lucas Jr.,Robert E. Lucas Jr.,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",1995,Economic Sciences
672,Seamus Heaney,Seamus Heaney,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",1995,Literature
560,Joseph Rotblat,Joseph Rotblat,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",1995,Peace
561,,,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",1995,Peace
147,Martin L. Perl,Martin L. Perl,for the discovery of the tau lepton,1995,Physics
148,Frederick Reines,Frederick Reines,for the detection of the neutrino,1995,Physics
452,Edward B. Lewis,Edward B. Lewis,for their discoveries concerning the genetic control of early embryonic development,1995,Physiology or Medicine
453,Christiane Nüsslein-Volhard,Christiane Nüsslein-Volhard,for their discoveries concerning the genetic control of early embryonic development,1995,Physiology or Medicine
454,Eric F. Wieschaus,Eric F. Wieschaus,for their discoveries concerning the genetic control of early embryonic development,1995,Physiology or Medicine
284,Robert F. Curl Jr.,Robert F. Curl Jr.,for their discovery of fullerenes,1996,Chemistry
285,Sir Harold Kroto,Sir Harold W. Kroto,for their discovery of fullerenes,1996,Chemistry
286,Richard E. Smalley,Richard E. Smalley,for their discovery of fullerenes,1996,Chemistry
715,James A. Mirrlees,James A. Mirrlees,for their fundamental contributions to the economic theory of incentives under asymmetric information,1996,Economic Sciences
716,William Vickrey,William Vickrey,for their fundamental contributions to the economic theory of incentives under asymmetric information,1996,Economic Sciences
673,Wisława Szymborska,Wisława Szymborska,for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality,1996,Literature
562,Carlos Filipe Ximenes Belo,Carlos Filipe Ximenes Belo,for their work towards a just and peaceful solution to the conflict in East Timor,1996,Peace
563,José Ramos-Horta,José Ramos-Horta,for their work towards a just and peaceful solution to the conflict in East Timor,1996,Peace
149,David M. Lee,David M. Lee,for their discovery of superfluidity in helium-3,1996,Physics
